Age,Gender,Income,Education,Nationality,MonthlySpend,PurchaseFreq,PlatformsUsed,MainInfluencerTier,AdFormat,InfluencerCount,MostTrustedPlatform,PurchasedFromInfluencer,WouldRecommend,PurchaseChallenge,InfluencerContentType,WillingnessToTry,WillingnessToPayExtra,MarketingEffectiveness,OnlineCommunityMember,BiggestTurnoff,DiscoveryChannel,PurchaseTimeAfterAd,PurchaseInfluencingFactors
25,Female,10-20k,Bachelors,Expat-Western,<100,Rarely,"Snapchat, TikTok",Micro,Video,1-3,TikTok,Yes,Yes,TooManyOptions,Video,Likely,1-10%,SomewhatEffective,No,Unrelatable,SocialMedia,Later,"Price, Reviews"
34,Female,5-10k,Bachelors,Expat-Asian,<100,Quarterly,"YouTube, TikTok, Snapchat",Macro,Post,4-7,TikTok,Yes,Yes,NotTrusted,Post,Neutral,1-10%,SomewhatEffective,No,Inauthentic,SocialMedia,Week,"Friends, Brand"
27,Male,5-10k,Bachelors,Expat-Asian,100-250,Monthly,"TikTok, Facebook, YouTube",Macro,Reel,1-3,Facebook,No,No,NotSure,"Post, Story, Reel",Likely,11-25%,SomewhatEffective,Yes,Inauthentic,SocialMedia,Week,"Friends, Reviews"
35,Male,10-20k,HighSchool,Expat-Arab,<100,Quarterly,"TikTok, YouTube",Mega,Story,None,TikTok,Yes,Yes,TooManyOptions,"Video, Reel, Post",Unlikely,No,SomewhatEffective,No,Inauthentic,FriendsFamily,Month,"Friends, Ingredients"
32,Male,30k+,Bachelors,Expat-Arab,250-500,Monthly,"YouTube, TikTok",Mega,Post,None,TikTok,Yes,Yes,NotSure,"Story, Reel",Neutral,11-25%,SomewhatEffective,No,Inauthentic,Ads,Month,"Ingredients, Influencer"
20,Male,<5k,Masters,Expat-Asian,250-500,Monthly,"Instagram, Facebook",Micro,Video,None,Instagram,Yes,Yes,TooManyOptions,Story,Neutral,No,Neutral,No,Inauthentic,SocialMedia,Month,"Brand, Reviews"
41,Female,20-30k,Masters,Expat-Asian,<100,Monthly,"Snapchat, YouTube, Instagram",Micro,Post,1-3,YouTube,Yes,Yes,HardToFind,Post,VeryUnlikely,1-10%,Neutral,No,Overpromo,FriendsFamily,Later,"Influencer, Brand"
43,Female,5-10k,Bachelors,Expat-Arab,500-1000,Monthly,"Facebook, Snapchat, Instagram",Macro,Reel,1-3,Facebook,Yes,No,NotTrusted,"Reel, Story, Video",Likely,No,Neutral,No,None,InStore,Week,"Ingredients, Brand"
26,Female,5-10k,Bachelors,Expat-Asian,<100,Quarterly,"YouTube, Snapchat",Micro,Story,4-7,YouTube,Yes,Yes,Expensive,"Video, Story, Reel",Neutral,1-10%,HighlyEffective,No,Unrelatable,SocialMedia,Later,"Friends, Ingredients"
28,Female,<5k,HighSchool,Emirati,100-250,Monthly,"Instagram, TikTok",Macro,Post,8+,TikTok,No,No,NotSure,"Post, Reel",Neutral,1-10%,Neutral,No,Overpromo,OnlineSearch,Week,"Brand, Friends"
33,Male,5-10k,Bachelors,Expat-Arab,100-250,Quarterly,Snapchat,Mega,Post,1-3,Snapchat,No,No,Expensive,"Video, Reel, Post",Likely,No,HighlyEffective,No,None,InStore,Month,"Price, Influencer"
33,Female,10-20k,Bachelors,Expat-Asian,100-250,Quarterly,YouTube,Celebrity,Post,1-3,YouTube,Yes,Yes,NotTrusted,"Story, Video",VeryLikely,No,HighlyEffective,Yes,Inauthentic,SocialMedia,Later,"Friends, Reviews"
35,Female,<5k,Bachelors,Expat-Arab,100-250,Quarterly,"TikTok, YouTube",Macro,Post,1-3,YouTube,Yes,Yes,NotTrusted,Reel,Unlikely,1-10%,NotEffective,No,Overpromo,SocialMedia,Month,"Friends, Brand"
45,Female,10-20k,Bachelors,Other,100-250,Weekly,"Instagram, TikTok",Mega,Reel,1-3,TikTok,Yes,Yes,NotTrusted,"Reel, Story, Post",Neutral,11-25%,Neutral,No,Unrelatable,SocialMedia,Month,"Friends, Ingredients"
29,Female,20-30k,Bachelors,Expat-Arab,100-250,Quarterly,Instagram,Macro,Story,4-7,Instagram,Yes,Yes,Expensive,"Story, Video, Post",Unlikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Later,"Reviews, Price"
25,Male,<5k,HighSchool,Expat-Arab,1000+,Monthly,"Facebook, YouTube",Micro,Story,1-3,YouTube,No,No,NotTrusted,"Reel, Story, Post",Likely,No,Neutral,No,Unrelatable,SocialMedia,Week,"Influencer, Brand"
21,Female,10-20k,Bachelors,Expat-Arab,<100,Monthly,"Facebook, TikTok, YouTube",Macro,Story,1-3,YouTube,No,Yes,NotSure,"Reel, Story",Likely,No,NotEffective,Yes,Inauthentic,SocialMedia,Month,"Price, Influencer"
25,Male,5-10k,HighSchool,Expat-Asian,<100,Monthly,"TikTok, Snapchat, Instagram",Macro,Video,1-3,Snapchat,Yes,No,TooManyOptions,Story,Likely,26-50%,SomewhatEffective,No,Inauthentic,OnlineSearch,Never,"Ingredients, Brand"
30,Female,10-20k,Bachelors,Expat-Arab,<100,Monthly,"Facebook, YouTube, Instagram",Macro,Video,None,Instagram,Yes,Yes,NotTrusted,Video,Likely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Brand, Ingredients"
43,Male,5-10k,Doctorate,Expat-Asian,250-500,Quarterly,"Facebook, Snapchat",Micro,Reel,None,Facebook,Yes,Yes,NotTrusted,Video,VeryUnlikely,No,Neutral,Yes,Repetitive,OnlineSearch,Week,"Friends, Reviews"
27,Male,<5k,Bachelors,Emirati,<100,Monthly,"YouTube, Facebook",Macro,Video,1-3,YouTube,No,No,TooManyOptions,"Reel, Story, Video",VeryLikely,11-25%,SomewhatEffective,No,Unrelatable,SocialMedia,Week,"Ingredients, Influencer"
32,Female,<5k,Bachelors,Emirati,500-1000,Quarterly,TikTok,Macro,Story,1-3,TikTok,No,No,NotSure,Post,VeryUnlikely,1-10%,HighlyEffective,No,Unrelatable,InStore,Week,"Reviews, Friends"
30,Male,<5k,Masters,Expat-Asian,250-500,Weekly,"Facebook, TikTok",Celebrity,Story,1-3,TikTok,No,Yes,NotTrusted,Video,VeryUnlikely,No,Neutral,No,Overpromo,InStore,Week,"Influencer, Ingredients"
39,Female,5-10k,Doctorate,Expat-Western,250-500,Monthly,"TikTok, Snapchat",Macro,Reel,1-3,TikTok,No,No,Expensive,Post,VeryUnlikely,50%+,SomewhatEffective,Yes,Inauthentic,SocialMedia,Month,"Friends, Price"
48,Male,10-20k,Bachelors,Expat-Western,250-500,Rarely,YouTube,Mega,Reel,4-7,YouTube,Yes,Yes,TooManyOptions,"Reel, Story, Video",Likely,1-10%,HighlyEffective,No,Unrelatable,SocialMedia,Immediate,"Ingredients, Reviews"
27,Female,20-30k,Masters,Emirati,<100,Quarterly,"Snapchat, Instagram",Mega,Story,1-3,Snapchat,No,No,NotSure,"Video, Reel, Story",VeryUnlikely,1-10%,SomewhatEffective,No,Overpromo,SocialMedia,Week,"Brand, Ingredients"
27,Female,20-30k,Bachelors,Expat-Asian,100-250,Monthly,Snapchat,Micro,Story,1-3,Snapchat,No,No,Expensive,"Story, Video",Likely,No,SomewhatEffective,Yes,Inauthentic,InStore,Month,"Price, Influencer"
38,Female,10-20k,Bachelors,Expat-Western,100-250,Monthly,"YouTube, Instagram",Macro,Video,1-3,YouTube,Yes,Yes,NotTrusted,"Story, Post",VeryLikely,26-50%,NotEffective,No,Unrelatable,SocialMedia,Month,"Reviews, Influencer"
35,Male,<5k,Bachelors,Expat-Arab,250-500,Monthly,"TikTok, Snapchat",Mega,Reel,1-3,TikTok,Yes,Yes,NotSure,"Reel, Post",Likely,No,Neutral,No,Inauthentic,FriendsFamily,Month,"Price, Influencer"
43,Male,5-10k,Bachelors,Expat-Western,100-250,Monthly,"Instagram, Facebook",Macro,Story,4-7,Facebook,No,No,Expensive,"Post, Video",VeryUnlikely,No,SomewhatEffective,No,Inauthentic,FriendsFamily,Month,"Influencer, Friends"
35,Male,5-10k,Bachelors,Expat-Arab,<100,Quarterly,"Facebook, TikTok",Celebrity,Reel,8+,TikTok,Yes,Yes,NotTrusted,Post,VeryLikely,No,NotEffective,No,Repetitive,SocialMedia,Immediate,"Ingredients, Brand"
28,Male,5-10k,Bachelors,Expat-Western,1000+,Quarterly,"Snapchat, Instagram, Facebook",Micro,Story,1-3,Facebook,No,No,NotTrusted,"Post, Story",Likely,11-25%,NotEffective,No,Unrelatable,InStore,Week,"Brand, Friends"
35,Female,10-20k,HighSchool,Expat-Asian,<100,Monthly,"Facebook, Snapchat, TikTok",Micro,Post,1-3,Snapchat,No,No,HardToFind,"Video, Story",VeryLikely,1-10%,SomewhatEffective,Yes,Unrelatable,SocialMedia,Immediate,"Reviews, Brand"
38,Female,10-20k,Bachelors,Expat-Western,500-1000,Quarterly,"Instagram, YouTube",Mega,Story,None,YouTube,No,No,HardToFind,"Story, Post",Likely,1-10%,NotEffective,No,Overpromo,OnlineSearch,Month,"Brand, Influencer"
36,Female,5-10k,HighSchool,Expat-Asian,250-500,Monthly,"Snapchat, TikTok, YouTube",Mega,Story,1-3,TikTok,No,No,NotSure,"Post, Story, Video",VeryLikely,No,SomewhatEffective,No,Overpromo,OnlineSearch,Immediate,"Price, Ingredients"
34,Female,5-10k,Bachelors,Expat-Arab,100-250,Monthly,Snapchat,Celebrity,Post,1-3,Snapchat,Yes,Yes,TooManyOptions,Post,Unlikely,1-10%,SomewhatEffective,Yes,Unrelatable,OnlineSearch,Later,"Influencer, Price"
38,Female,20-30k,Bachelors,Expat-Western,<100,Monthly,"Instagram, Facebook, Snapchat",Macro,Reel,4-7,Snapchat,No,Yes,NotSure,"Reel, Video, Post",Neutral,11-25%,SomewhatEffective,No,Repetitive,FriendsFamily,Week,"Influencer, Reviews"
39,Female,10-20k,Bachelors,Expat-Arab,<100,Monthly,YouTube,Celebrity,Story,1-3,YouTube,Yes,Yes,TooManyOptions,Story,Unlikely,No,Neutral,No,Overpromo,SocialMedia,Never,"Influencer, Brand"
40,Male,5-10k,Masters,Expat-Arab,250-500,Monthly,Instagram,Mega,Reel,None,Instagram,Yes,Yes,TooManyOptions,"Reel, Video",Neutral,11-25%,SomewhatEffective,No,None,SocialMedia,Month,"Reviews, Friends"
35,Female,20-30k,Masters,Expat-Asian,250-500,Monthly,Snapchat,Mega,Post,1-3,Snapchat,Yes,Yes,NotSure,"Reel, Story, Video",VeryUnlikely,No,SomewhatEffective,No,None,SocialMedia,Month,"Influencer, Reviews"
29,Female,30k+,Bachelors,Expat-Asian,250-500,Monthly,"TikTok, Snapchat, Facebook",Macro,Post,1-3,TikTok,Yes,Yes,HardToFind,Story,Likely,11-25%,Neutral,No,Overpromo,OnlineSearch,Later,"Price, Ingredients"
32,Female,5-10k,Masters,Expat-Western,500-1000,Monthly,"YouTube, Instagram",Macro,Video,1-3,Instagram,No,No,Expensive,"Reel, Video, Story",Neutral,No,HighlyEffective,Yes,Repetitive,SocialMedia,Month,"Ingredients, Influencer"
39,Male,5-10k,Bachelors,Expat-Arab,250-500,Quarterly,"Instagram, YouTube",Celebrity,Reel,1-3,YouTube,No,No,NotTrusted,"Video, Post, Story",Neutral,1-10%,HighlyEffective,No,Overpromo,SocialMedia,Month,"Ingredients, Price"
25,Female,10-20k,Bachelors,Expat-Western,<100,Monthly,"YouTube, TikTok, Snapchat",Macro,Video,1-3,YouTube,Yes,Yes,NotTrusted,Reel,Likely,50%+,SomewhatEffective,No,Overpromo,SocialMedia,Never,"Price, Reviews"
33,Female,30k+,HighSchool,Expat-Asian,100-250,Monthly,TikTok,Macro,Video,None,TikTok,Yes,Yes,TooManyOptions,Video,Unlikely,50%+,SomewhatEffective,No,Inauthentic,FriendsFamily,Month,"Influencer, Friends"
28,Female,20-30k,Bachelors,Emirati,500-1000,Quarterly,"Snapchat, TikTok, Facebook",Macro,Story,1-3,TikTok,Yes,Yes,NotSure,"Video, Reel",Neutral,No,SomewhatEffective,No,Unrelatable,OnlineSearch,Later,"Friends, Influencer"
31,Female,<5k,Bachelors,Expat-Arab,100-250,Rarely,"TikTok, Facebook",Macro,Story,4-7,Facebook,Yes,No,TooManyOptions,"Story, Post",Unlikely,1-10%,SomewhatEffective,No,Repetitive,FriendsFamily,Month,"Influencer, Ingredients"
39,Female,5-10k,Bachelors,Expat-Arab,<100,Rarely,"Facebook, Snapchat, Instagram",Macro,Video,1-3,Instagram,No,No,Expensive,"Story, Post",Unlikely,No,SomewhatEffective,No,Repetitive,SocialMedia,Later,"Ingredients, Influencer"
32,Female,10-20k,Masters,Expat-Arab,250-500,Monthly,"TikTok, Facebook, YouTube",Micro,Video,1-3,Facebook,Yes,Yes,TooManyOptions,"Story, Post, Video",VeryLikely,26-50%,SomewhatEffective,No,Repetitive,SocialMedia,Week,"Influencer, Brand"
31,Male,10-20k,Bachelors,Other,100-250,Monthly,"TikTok, Snapchat",Mega,Reel,1-3,Snapchat,No,No,Expensive,"Reel, Post",Neutral,1-10%,SomewhatEffective,Yes,Inauthentic,SocialMedia,Week,"Ingredients, Price"
21,Female,5-10k,HighSchool,Expat-Asian,500-1000,Monthly,"Snapchat, TikTok",Macro,Reel,1-3,TikTok,No,No,NotTrusted,Post,VeryLikely,No,Neutral,Yes,Overpromo,Ads,Month,"Ingredients, Brand"
36,Male,20-30k,Masters,Expat-Asian,250-500,Monthly,YouTube,Macro,Reel,1-3,YouTube,Yes,Yes,NotSure,"Reel, Video, Story",Neutral,No,NotEffective,No,Inauthentic,OnlineSearch,Week,"Influencer, Price"
35,Female,10-20k,HighSchool,Other,<100,Rarely,Facebook,Micro,Story,1-3,Facebook,No,No,TooManyOptions,Post,Neutral,26-50%,Neutral,No,Inauthentic,SocialMedia,Week,"Price, Brand"
46,Female,20-30k,Bachelors,Expat-Arab,1000+,Monthly,"YouTube, Facebook",Micro,Reel,4-7,Facebook,Yes,Yes,NotTrusted,"Video, Reel, Post",VeryUnlikely,1-10%,SomewhatEffective,No,Unrelatable,SocialMedia,Week,"Price, Friends"
28,Male,20-30k,Bachelors,Expat-Western,100-250,Monthly,YouTube,Micro,Reel,4-7,YouTube,Yes,Yes,Expensive,Story,VeryLikely,No,SomewhatEffective,Yes,Overpromo,OnlineSearch,Month,"Brand, Ingredients"
32,Female,10-20k,Bachelors,Expat-Arab,100-250,Monthly,"Instagram, TikTok",Macro,Reel,1-3,TikTok,No,No,Expensive,Video,VeryLikely,No,Neutral,No,Unrelatable,InStore,Later,"Friends, Brand"
32,Male,5-10k,HighSchool,Expat-Western,100-250,Monthly,"YouTube, Facebook, Instagram",Micro,Post,None,YouTube,No,Yes,NotSure,"Video, Post",VeryLikely,No,NotEffective,No,Overpromo,FriendsFamily,Month,"Ingredients, Influencer"
42,Female,10-20k,HighSchool,Expat-Arab,<100,Quarterly,Snapchat,Mega,Story,None,Snapchat,Yes,Yes,NotTrusted,"Story, Reel",Likely,1-10%,SomewhatEffective,No,Inauthentic,InStore,Later,"Reviews, Price"
30,Female,<5k,HighSchool,Expat-Western,100-250,Monthly,"Facebook, YouTube",Micro,Post,None,Facebook,Yes,No,NotSure,"Post, Story, Reel",Unlikely,26-50%,SomewhatEffective,No,Inauthentic,OnlineSearch,Month,"Ingredients, Friends"
32,Female,10-20k,Bachelors,Expat-Arab,<100,Monthly,"Instagram, TikTok, Snapchat",Micro,Post,1-3,TikTok,Yes,Yes,HardToFind,"Video, Reel",Unlikely,11-25%,HighlyEffective,Yes,Repetitive,Ads,Immediate,"Ingredients, Price"
35,Male,5-10k,Bachelors,Expat-Arab,100-250,Monthly,"TikTok, YouTube, Snapchat",Micro,Video,None,Snapchat,Yes,Yes,Expensive,"Video, Story, Post",Neutral,1-10%,Neutral,No,Inauthentic,SocialMedia,Week,"Reviews, Price"
32,Female,10-20k,Bachelors,Expat-Asian,100-250,Monthly,"TikTok, Instagram",Micro,Post,1-3,TikTok,No,No,NotTrusted,Post,Unlikely,11-25%,SomewhatEffective,Yes,Inauthentic,OnlineSearch,Month,"Brand, Price"
27,Female,5-10k,Bachelors,Expat-Arab,250-500,Monthly,"TikTok, Snapchat",Mega,Post,4-7,Snapchat,Yes,Yes,NotSure,"Video, Story, Post",Likely,No,HighlyEffective,No,Repetitive,SocialMedia,Week,"Ingredients, Brand"
32,Male,<5k,Masters,Expat-Asian,500-1000,Monthly,"YouTube, TikTok, Instagram",Mega,Story,1-3,TikTok,Yes,Yes,NotTrusted,Post,VeryLikely,No,Neutral,No,None,SocialMedia,Week,"Ingredients, Price"
38,Female,<5k,HighSchool,Expat-Asian,<100,Monthly,"Facebook, TikTok, YouTube",Macro,Reel,4-7,Facebook,No,No,NotSure,Post,VeryLikely,50%+,SomewhatEffective,No,Repetitive,FriendsFamily,Month,"Reviews, Ingredients"
23,Male,<5k,Bachelors,Expat-Asian,100-250,Quarterly,"Facebook, Instagram",Micro,Reel,1-3,Facebook,Yes,Yes,TooManyOptions,Video,Unlikely,No,SomewhatEffective,No,Inauthentic,SocialMedia,Month,"Friends, Ingredients"
31,Female,10-20k,Bachelors,Expat-Arab,100-250,Rarely,"Snapchat, TikTok",Micro,Post,1-3,TikTok,Yes,No,NotSure,"Video, Reel, Story",Neutral,No,SomewhatEffective,No,Inauthentic,FriendsFamily,Month,"Brand, Price"
26,Male,10-20k,Bachelors,Emirati,<100,Quarterly,"Facebook, Snapchat, TikTok",Macro,Post,1-3,TikTok,No,No,HardToFind,"Reel, Post, Video",Neutral,50%+,SomewhatEffective,No,None,OnlineSearch,Later,"Reviews, Influencer"
39,Female,10-20k,Bachelors,Expat-Arab,250-500,Rarely,"Snapchat, Facebook, TikTok",Celebrity,Post,1-3,Facebook,No,Yes,NotTrusted,"Post, Video",Likely,No,SomewhatEffective,No,Repetitive,SocialMedia,Month,"Influencer, Reviews"
20,Female,<5k,Bachelors,Expat-Asian,250-500,Monthly,"Snapchat, Instagram",Micro,Story,1-3,Instagram,No,Yes,TooManyOptions,"Video, Post",Likely,11-25%,SomewhatEffective,No,Unrelatable,InStore,Month,"Influencer, Price"
27,Male,<5k,Masters,Expat-Arab,100-250,Monthly,"Instagram, Snapchat",Macro,Story,1-3,Snapchat,Yes,Yes,Expensive,Video,VeryUnlikely,26-50%,SomewhatEffective,No,Inauthentic,InStore,Never,"Price, Friends"
33,Male,<5k,Masters,Expat-Arab,100-250,Monthly,"TikTok, Instagram, YouTube",Macro,Video,1-3,YouTube,No,No,NotSure,Reel,VeryLikely,1-10%,Neutral,Yes,Inauthentic,SocialMedia,Week,"Friends, Reviews"
41,Male,<5k,Bachelors,Expat-Arab,<100,Quarterly,"YouTube, Snapchat",Micro,Story,4-7,Snapchat,Yes,Yes,NotSure,"Video, Reel, Post",Neutral,No,Neutral,No,Inauthentic,InStore,Month,"Influencer, Reviews"
30,Female,20-30k,Masters,Emirati,250-500,Rarely,"Instagram, TikTok",Macro,Post,1-3,Instagram,Yes,Yes,NotSure,"Post, Story",Likely,No,SomewhatEffective,No,Unrelatable,SocialMedia,Later,"Price, Reviews"
27,Male,5-10k,Bachelors,Expat-Asian,<100,Quarterly,"Instagram, Facebook",Micro,Reel,None,Facebook,No,Yes,NotTrusted,"Reel, Video, Story",VeryLikely,No,SomewhatEffective,Yes,Inauthentic,FriendsFamily,Month,"Reviews, Brand"
44,Female,5-10k,Bachelors,Expat-Western,1000+,Monthly,"Instagram, TikTok",Mega,Story,1-3,TikTok,Yes,No,NotTrusted,"Video, Reel, Story",Neutral,No,Neutral,No,None,OnlineSearch,Later,"Reviews, Ingredients"
20,Male,<5k,Bachelors,Expat-Arab,250-500,Rarely,TikTok,Micro,Reel,1-3,TikTok,No,No,NotTrusted,"Story, Reel, Video",Likely,11-25%,HighlyEffective,No,Inauthentic,InStore,Month,"Friends, Reviews"
18,Male,5-10k,Bachelors,Expat-Asian,100-250,Monthly,Snapchat,Macro,Story,1-3,Snapchat,Yes,Yes,Expensive,Story,Neutral,1-10%,HighlyEffective,No,Unrelatable,SocialMedia,Month,"Brand, Friends"
34,Female,10-20k,Bachelors,Expat-Asian,250-500,Weekly,"Facebook, YouTube, Snapchat",Micro,Reel,1-3,Snapchat,Yes,Yes,NotSure,Post,Neutral,1-10%,SomewhatEffective,No,Inauthentic,FriendsFamily,Immediate,"Influencer, Friends"
27,Male,10-20k,Bachelors,Expat-Arab,500-1000,Monthly,TikTok,Celebrity,Reel,1-3,TikTok,No,No,Expensive,"Story, Reel",Likely,1-10%,SomewhatEffective,No,Overpromo,SocialMedia,Never,"Brand, Influencer"
23,Female,5-10k,Bachelors,Expat-Asian,250-500,Weekly,"YouTube, TikTok",Micro,Video,4-7,TikTok,Yes,Yes,TooManyOptions,Story,Neutral,1-10%,SomewhatEffective,Yes,Inauthentic,SocialMedia,Later,"Reviews, Brand"
35,Female,<5k,Masters,Expat-Arab,<100,Monthly,Instagram,Mega,Story,1-3,Instagram,No,No,Expensive,Video,Neutral,11-25%,Neutral,Yes,Repetitive,OnlineSearch,Later,"Price, Brand"
32,Female,5-10k,HighSchool,Expat-Asian,100-250,Monthly,"Instagram, Snapchat, Facebook",Mega,Story,1-3,Facebook,Yes,Yes,Expensive,"Story, Video, Reel",Likely,No,SomewhatEffective,No,Unrelatable,InStore,Month,"Friends, Reviews"
27,Female,5-10k,Bachelors,Emirati,500-1000,Monthly,"TikTok, YouTube, Snapchat",Celebrity,Story,None,TikTok,No,No,Expensive,Story,Neutral,11-25%,NotEffective,No,Inauthentic,SocialMedia,Week,"Influencer, Reviews"
22,Female,5-10k,HighSchool,Expat-Asian,250-500,Monthly,"Snapchat, YouTube, Instagram",Macro,Video,4-7,Snapchat,Yes,Yes,NotTrusted,"Post, Video, Reel",Neutral,1-10%,HighlyEffective,No,Repetitive,OnlineSearch,Immediate,"Price, Influencer"
37,Male,30k+,Masters,Expat-Asian,250-500,Quarterly,Snapchat,Macro,Video,8+,Snapchat,Yes,Yes,Expensive,"Video, Reel",VeryLikely,No,Neutral,No,Overpromo,FriendsFamily,Later,"Ingredients, Price"
35,Male,10-20k,Bachelors,Emirati,500-1000,Quarterly,Snapchat,Macro,Post,None,Snapchat,Yes,Yes,TooManyOptions,Story,Unlikely,No,HighlyEffective,Yes,Repetitive,SocialMedia,Month,"Ingredients, Reviews"
30,Male,10-20k,Bachelors,Expat-Arab,500-1000,Monthly,Snapchat,Micro,Post,1-3,Snapchat,No,No,Expensive,"Story, Video",Likely,No,SomewhatEffective,No,Repetitive,SocialMedia,Week,"Brand, Friends"
43,Female,5-10k,Bachelors,Other,500-1000,Quarterly,"YouTube, TikTok, Snapchat",Macro,Story,1-3,YouTube,No,Yes,TooManyOptions,Story,Unlikely,1-10%,SomewhatEffective,Yes,Repetitive,SocialMedia,Month,"Reviews, Influencer"
23,Male,5-10k,Bachelors,Expat-Arab,<100,Quarterly,"Instagram, Snapchat",Micro,Post,4-7,Instagram,No,No,TooManyOptions,"Video, Reel, Post",Unlikely,No,SomewhatEffective,Yes,Inauthentic,FriendsFamily,Month,"Influencer, Friends"
20,Female,10-20k,Masters,Expat-Asian,250-500,Monthly,"Snapchat, YouTube",Celebrity,Story,1-3,YouTube,Yes,Yes,NotTrusted,Video,Likely,26-50%,Neutral,No,Inauthentic,SocialMedia,Month,"Reviews, Brand"
26,Other,10-20k,Bachelors,Expat-Western,250-500,Monthly,"Facebook, YouTube, Instagram",Micro,Post,None,Facebook,Yes,No,Expensive,"Video, Story, Reel",Likely,1-10%,HighlyEffective,Yes,None,Ads,Month,"Friends, Price"
30,Female,10-20k,Bachelors,Expat-Asian,250-500,Monthly,"Facebook, Snapchat, Instagram",Macro,Reel,4-7,Facebook,Yes,Yes,TooManyOptions,"Video, Post",Likely,26-50%,SomewhatEffective,No,Overpromo,Ads,Month,"Ingredients, Price"
32,Female,5-10k,Masters,Expat-Asian,250-500,Weekly,"Facebook, Snapchat, Instagram",Macro,Video,1-3,Facebook,Yes,Yes,HardToFind,"Video, Story, Post",Likely,No,SomewhatEffective,Yes,Inauthentic,Ads,Later,"Price, Ingredients"
29,Male,10-20k,Bachelors,Expat-Western,<100,Quarterly,"Instagram, Snapchat, TikTok",Macro,Video,4-7,Instagram,Yes,Yes,HardToFind,"Post, Video, Reel",Unlikely,No,Neutral,Yes,Repetitive,FriendsFamily,Week,"Price, Reviews"
33,Female,5-10k,HighSchool,Expat-Western,250-500,Quarterly,"Snapchat, Facebook",Macro,Story,1-3,Facebook,No,No,NotTrusted,"Story, Post",Unlikely,No,HighlyEffective,No,Inauthentic,SocialMedia,Week,"Friends, Brand"
22,Female,20-30k,Bachelors,Expat-Asian,250-500,Monthly,Instagram,Micro,Reel,1-3,Instagram,No,No,NotTrusted,"Video, Story",VeryLikely,No,Neutral,No,Repetitive,SocialMedia,Month,"Influencer, Reviews"
41,Male,10-20k,Masters,Expat-Asian,<100,Quarterly,Snapchat,Macro,Video,None,Snapchat,Yes,Yes,Expensive,"Story, Reel, Video",Neutral,11-25%,Neutral,Yes,Repetitive,InStore,Never,"Friends, Reviews"
30,Male,10-20k,Bachelors,Expat-Arab,100-250,Quarterly,"YouTube, Facebook",Micro,Post,None,YouTube,Yes,Yes,NotSure,Story,VeryUnlikely,No,Neutral,No,Repetitive,OnlineSearch,Month,"Ingredients, Price"
38,Female,<5k,HighSchool,Other,<100,Quarterly,YouTube,Celebrity,Reel,1-3,YouTube,No,Yes,NotTrusted,"Story, Reel, Post",Neutral,1-10%,HighlyEffective,No,Inauthentic,InStore,Month,"Friends, Influencer"
33,Female,10-20k,Bachelors,Expat-Asian,100-250,Monthly,"Facebook, TikTok",Mega,Story,1-3,TikTok,Yes,Yes,HardToFind,"Story, Reel, Video",Unlikely,No,SomewhatEffective,No,Overpromo,InStore,Month,"Ingredients, Influencer"
34,Female,<5k,Bachelors,Emirati,<100,Quarterly,Snapchat,Celebrity,Post,None,Snapchat,Yes,Yes,HardToFind,Reel,Neutral,No,HighlyEffective,Yes,Overpromo,SocialMedia,Month,"Reviews, Brand"
34,Female,5-10k,HighSchool,Expat-Western,100-250,Monthly,"Snapchat, Instagram",Micro,Story,None,Instagram,Yes,Yes,HardToFind,"Video, Story, Reel",Likely,11-25%,Neutral,No,Overpromo,InStore,Never,"Friends, Price"
34,Female,<5k,Bachelors,Expat-Asian,250-500,Monthly,Facebook,Micro,Post,None,Facebook,Yes,No,NotSure,"Video, Reel, Post",Likely,1-10%,Neutral,No,Inauthentic,FriendsFamily,Later,"Friends, Brand"
35,Female,10-20k,Doctorate,Emirati,250-500,Weekly,"Snapchat, TikTok, Instagram",Micro,Reel,1-3,Snapchat,No,No,NotSure,"Reel, Story",Neutral,11-25%,SomewhatEffective,Yes,Overpromo,FriendsFamily,Month,"Ingredients, Friends"
40,Female,5-10k,Bachelors,Expat-Asian,250-500,Weekly,"Facebook, Instagram, TikTok",Micro,Story,1-3,TikTok,Yes,Yes,NotSure,Reel,Likely,No,Neutral,Yes,Overpromo,InStore,Month,"Price, Ingredients"
32,Male,5-10k,Bachelors,Expat-Arab,500-1000,Quarterly,TikTok,Micro,Story,None,TikTok,Yes,Yes,NotSure,Story,Neutral,26-50%,HighlyEffective,No,Overpromo,OnlineSearch,Immediate,"Price, Reviews"
