Age,Gender,Nationality,Occupation,Income_Bracket,Income_Numeric,Buy_Frequency,Monthly_Spend,Brand_Preferences,Influencer_Purchased,Platforms_Followed,Influencer_Tier,Ad_Formats_Engaged,Engagement_Level,Motivations,Skincare_Concerns,Online_Buying_Challenges,Influencer_1Month_Importance,Likelihood_Buy_Next_Month,Giveaway_Challenge_Participation,Willingness_to_Pay_More,Open_Feedback,Last_Brand_Purchased
25-34,Female,Indian,Other,<5000,8555.0,Weekly,955.0,"Premium,International brands,Organic/Natural,Drugstore",No,"Snapchat,Instagram",Macro-influencer,"Story,Long-form Video",Sometimes,"Influencer recommendation,Discounts/offers","Acne,Oily skin,Aging/wrinkles,Hyperpigmentation","Not sure if product suits me,Prefer in-store experience",Not important,Likely,No,21–30%,Show skincare routine without filters.,
25-34,Female,Pakistani,Employed full-time,20000-35000,2792.0,Weekly,254.0,"Drugstore,K-beauty/J-beauty,Local brands,International brands",Yes,"YouTube,Instagram",Micro-influencer,"Post,Story,Live Stream",Rarely,"Ingredients,Influencer recommendation","Oily skin,Other,Aging/wrinkles,Dryness",Prefer in-store experience,Important,Very likely,Maybe,0% (none),,La Roche-Posay
18-24,Female,British,Business owner,5000-10000,39546.0,2–3 times a month,882.0,"Drugstore,Premium,Local brands",Yes,Snapchat,Macro-influencer,"Blog/Article,Long-form Video",Rarely,"Discounts/offers,Ingredients","Oily skin,Aging/wrinkles,Acne,Other","Hard to judge authenticity,Not sure if product suits me,Too many choices",Very important,Neutral,Maybe,1–10%,,CeraVe
45 or older,Female,Egyptian,Employed full-time,5000-10000,71283.0,Once a month,466.0,Dermatologist-recommended,Yes,"Instagram,YouTube",Micro-influencer,"Post,Story",Often,"Packaging/design,Reviews","Oily skin,Acne,Hyperpigmentation","Not sure if product suits me,Prefer in-store experience,Hard to judge authenticity",Neutral,Unlikely,Yes,0% (none),,The Ordinary
35-44,Female,Filipino,Employed part-time,10000-20000,5024.0,Weekly,164.0,"Drugstore,Premium,International brands",Yes,Instagram,Mega-influencer,"Long-form Video,Post,Blog/Article",Sometimes,"Reviews,Discounts/offers",Oily skin,"Hard to judge authenticity,Delivery issues",Important,Neutral,Yes,0% (none),Show skincare routine without filters.,La Roche-Posay
18-24,Female,Indian,Homemaker,5000-10000,9933.0,Weekly,597.0,"Drugstore,Dermatologist-recommended,International brands",Yes,TikTok,Mega-influencer,Live Stream,Rarely,"Friends/family recommendation,Influencer recommendation","Hyperpigmentation,Acne","Prefer in-store experience,Hard to judge authenticity,Not sure if product suits me",Very important,Likely,Maybe,0% (none),Use less retouching in photos.,
35-44,Female,Indian,Other,>35000,3044.0,2–3 times a month,564.0,"Drugstore,International brands,Local brands",Yes,"TikTok,YouTube,Instagram",Macro-influencer,Reel/Short Video,Never,"Friends/family recommendation,Ingredients","Oily skin,Sensitivity,Aging/wrinkles","Lack of trust in reviews,Prefer in-store experience",Important,Likely,Maybe,0% (none),,CeraVe
25-34,Male,British,Employed full-time,10000-20000,32389.0,Less than once a month,7844.0,"International brands,Organic/Natural,Dermatologist-recommended",Yes,"YouTube,Instagram",Macro-influencer,"Post,Long-form Video,Reel/Short Video",Sometimes,"Brand reputation,Influencer recommendation",Hyperpigmentation,Not sure if product suits me,Important,Likely,Yes,0% (none),Be more transparent about paid partnerships.,Neutrogena
35-44,Female,Egyptian,Homemaker,10000-20000,3729.0,2–3 times a month,666.0,"K-beauty/J-beauty,International brands",No,"Facebook,TikTok",Mega-influencer,Story,Sometimes,"Reviews,Influencer recommendation","Aging/wrinkles,Oily skin","Hard to judge authenticity,Not sure if product suits me",Important,Very unlikely,No,0% (none),,CeraVe
35-44,Male,Indian,Employed full-time,20000-35000,11398.0,Less than once a month,1039.0,"International brands,Organic/Natural,Local brands,Drugstore",No,"Facebook,YouTube",Macro-influencer,"Story,Blog/Article",Often,"Reviews,Friends/family recommendation","Hyperpigmentation,Acne","Not sure if product suits me,Hard to judge authenticity,Lack of trust in reviews",Neutral,Unlikely,Yes,1–10%,,La Roche-Posay
25-34,Female,Indian,Other,<5000,4535.0,More than once a week,907.0,"Premium,Organic/Natural",Yes,"Other,Instagram",Micro-influencer,"Long-form Video,Post,Blog/Article",Sometimes,"Influencer recommendation,Discounts/offers","Oily skin,Hyperpigmentation,Acne","Lack of trust in reviews,Not sure if product suits me,Prefer in-store experience",Very important,Neutral,Yes,0% (none),Show skincare routine without filters.,
Under 18,Male,Other,Student,5000-10000,13379.0,More than once a week,1378.0,"Drugstore,Local brands",Yes,TikTok,Micro-influencer,Post,Rarely,"Influencer recommendation,Ingredients","Acne,Other,Aging/wrinkles,Hyperpigmentation","Prefer in-store experience,Delivery issues,Lack of trust in reviews",Important,Likely,No,Over 30%,Be more transparent about paid partnerships.,Huda Beauty
18-24,Female,Egyptian,Employed full-time,5000-10000,15498.0,Once a month,5321.0,"Organic/Natural,International brands,Drugstore",No,"Instagram,YouTube",Celebrity influencer,"Long-form Video,Story",Sometimes,"Influencer recommendation,Discounts/offers","Sensitivity,Other",Too many choices,Very important,Likely,Maybe,0% (none),Include more before-and-after photos.,La Roche-Posay
25-34,Female,Other,Employed part-time,5000-10000,12072.0,2–3 times a month,428.0,"Drugstore,Organic/Natural",Yes,"TikTok,Instagram,YouTube",Micro-influencer,"Story,Live Stream",Always,"Packaging/design,Influencer recommendation",Hyperpigmentation,"Hard to judge authenticity,Not sure if product suits me",Important,Very unlikely,Yes,1–10%,,Glow Recipe
25-34,Female,British,Employed part-time,10000-20000,10579.0,Less than once a month,1172.0,International brands,No,"TikTok,Facebook",Mega-influencer,"Story,Post",Rarely,"Reviews,Influencer recommendation",Acne,"Lack of trust in reviews,Delivery issues,Not sure if product suits me",Neutral,Likely,No,0% (none),Share more honest reviews.,The Ordinary
18-24,Male,Indian,Student,20000-35000,22070.0,Weekly,475.0,"Drugstore,International brands,Premium,Dermatologist-recommended",Yes,"TikTok,Facebook",Micro-influencer,"Story,Long-form Video",Often,"Friends/family recommendation,Ingredients",Acne,"Hard to judge authenticity,Lack of trust in reviews,Not sure if product suits me",Important,Likely,No,0% (none),,La Roche-Posay
18-24,Female,Pakistani,Other,5000-10000,2737.0,Once a month,1499.0,"K-beauty/J-beauty,Drugstore,International brands,Premium",No,"Snapchat,Instagram",Micro-influencer,Post,Sometimes,"Ingredients,Influencer recommendation","Dryness,Aging/wrinkles,Oily skin,Sensitivity",Delivery issues,Important,Very likely,No,1–10%,Be more transparent about paid partnerships.,The Ordinary
35-44,Female,Pakistani,Employed full-time,5000-10000,5617.0,2–3 times a month,669.0,"Drugstore,Dermatologist-recommended,International brands",No,"Facebook,TikTok",Macro-influencer,Reel/Short Video,Often,"Ingredients,Influencer recommendation",Dryness,"Lack of trust in reviews,Delivery issues,Not sure if product suits me",Important,Neutral,No,1–10%,Show skincare routine without filters.,Huda Beauty
45 or older,Female,Emirati,Employed part-time,>35000,4569.0,2–3 times a month,574.0,Organic/Natural,No,YouTube,Micro-influencer,"Long-form Video,Story,Live Stream",Rarely,"Discounts/offers,Ingredients","Acne,Aging/wrinkles","Prefer in-store experience,Too many choices",Very important,Neutral,Yes,11–20%,,
25-34,Female,Filipino,Employed full-time,5000-10000,41816.0,Once a month,1104.0,"International brands,Organic/Natural,Dermatologist-recommended",No,"Instagram,Snapchat",Macro-influencer,Reel/Short Video,Always,"Influencer recommendation,Brand reputation","Acne,Hyperpigmentation",Delivery issues,Very important,Neutral,Yes,11–20%,Show skincare routine without filters.,La Roche-Posay
18-24,Female,British,Employed full-time,5000-10000,6440.0,2–3 times a month,179.0,"International brands,Premium,Drugstore,Dermatologist-recommended",No,"Facebook,Instagram,TikTok",Macro-influencer,Post,Sometimes,"Ingredients,Influencer recommendation","Aging/wrinkles,Acne,Oily skin,Hyperpigmentation","Hard to judge authenticity,Delivery issues",Somewhat important,Likely,No,1–10%,Use less retouching in photos.,Neutrogena
18-24,Female,Indian,Employed full-time,5000-10000,13872.0,Less than once a month,249.0,Dermatologist-recommended,Yes,TikTok,Macro-influencer,"Post,Long-form Video,Blog/Article",Often,"Influencer recommendation,Dermatologist advice","Acne,Sensitivity","Hard to judge authenticity,Not sure if product suits me",Neutral,Likely,No,0% (none),Show skincare routine without filters.,The Ordinary
Under 18,Male,Egyptian,Employed full-time,20000-35000,12389.0,2–3 times a month,228.0,Drugstore,Yes,"TikTok,YouTube,Instagram",Macro-influencer,"Long-form Video,Reel/Short Video,Story",Rarely,"Packaging/design,Friends/family recommendation",Aging/wrinkles,"Not sure if product suits me,Lack of trust in reviews",Important,Likely,Yes,1–10%,Be more transparent about paid partnerships.,Huda Beauty
45 or older,Female,Pakistani,Employed full-time,10000-20000,4145.0,Less than once a month,1161.0,"Drugstore,K-beauty/J-beauty,International brands",Yes,Facebook,Micro-influencer,Reel/Short Video,Often,"Reviews,Discounts/offers","Acne,Aging/wrinkles,Other,Oily skin",Delivery issues,Important,Neutral,Yes,1–10%,,
18-24,Female,Other,Employed full-time,10000-20000,4458.0,2–3 times a month,372.0,K-beauty/J-beauty,No,"Instagram,YouTube,Snapchat",Micro-influencer,Long-form Video,Often,"Reviews,Ingredients","Acne,Oily skin,Aging/wrinkles,Other","Not sure if product suits me,Hard to judge authenticity,Delivery issues",Important,Likely,No,0% (none),Use less retouching in photos.,Drunk Elephant
25-34,Male,Emirati,Employed full-time,20000-35000,4973.0,Weekly,863.0,International brands,No,"YouTube,TikTok",Micro-influencer,Story,Sometimes,"Influencer recommendation,Reviews",Hyperpigmentation,"Too many choices,Prefer in-store experience",Important,Neutral,No,0% (none),,
18-24,Male,Indian,Business owner,5000-10000,6766.0,Weekly,417.0,Premium,Yes,"Instagram,TikTok",Micro-influencer,"Live Stream,Blog/Article",Sometimes,"Ingredients,Discounts/offers","Hyperpigmentation,Other","Lack of trust in reviews,Prefer in-store experience",Important,Very likely,No,0% (none),,
25-34,Male,Pakistani,Unemployed,5000-10000,4403.0,Weekly,362.0,"Organic/Natural,Premium",Yes,"Instagram,TikTok,Snapchat",Mega-influencer,Blog/Article,Often,"Ingredients,Dermatologist advice",Hyperpigmentation,Prefer in-store experience,Somewhat important,Very unlikely,No,0% (none),Share more honest reviews.,Huda Beauty
25-34,Female,Indian,Student,20000-35000,2179.0,More than once a week,905.0,"Dermatologist-recommended,International brands,Drugstore",No,"TikTok,Instagram",Macro-influencer,"Story,Long-form Video,Reel/Short Video",Never,"Packaging/design,Discounts/offers","Hyperpigmentation,Acne","Hard to judge authenticity,Delivery issues",Important,Very unlikely,Yes,1–10%,Include more before-and-after photos.,Neutrogena
35-44,Female,British,Employed full-time,5000-10000,21037.0,Less than once a month,975.0,"Dermatologist-recommended,Local brands,Drugstore,K-beauty/J-beauty",Yes,"Snapchat,YouTube",Macro-influencer,"Story,Post",Often,"Friends/family recommendation,Discounts/offers","Aging/wrinkles,Acne,Oily skin","Lack of trust in reviews,Not sure if product suits me,Hard to judge authenticity",Somewhat important,Very unlikely,Yes,11–20%,Be more transparent about paid partnerships.,Huda Beauty
18-24,Female,British,Student,20000-35000,32330.0,Once a month,799.0,"Premium,K-beauty/J-beauty,Organic/Natural",Yes,"TikTok,Instagram",Macro-influencer,"Story,Reel/Short Video",Never,"Influencer recommendation,Friends/family recommendation","Oily skin,Hyperpigmentation","Hard to judge authenticity,Delivery issues,Prefer in-store experience",Important,Unlikely,Yes,1–10%,,Huda Beauty
Under 18,Female,Emirati,Student,>35000,5761.0,2–3 times a month,617.0,"International brands,Premium",No,"Facebook,Snapchat",Micro-influencer,"Story,Post",Rarely,"Influencer recommendation,Discounts/offers","Hyperpigmentation,Aging/wrinkles,Dryness,Oily skin",Lack of trust in reviews,Very important,Very unlikely,No,Over 30%,Include more before-and-after photos.,
18-24,Female,Filipino,Employed part-time,10000-20000,5719.0,Weekly,221.0,Drugstore,Yes,Instagram,Macro-influencer,"Reel/Short Video,Post",Often,"Reviews,Discounts/offers",Sensitivity,Too many choices,Neutral,Very unlikely,No,0% (none),,Cetaphil
45 or older,Male,Filipino,Employed full-time,10000-20000,2064.0,More than once a week,340.0,"Premium,Dermatologist-recommended,International brands",Yes,YouTube,Macro-influencer,Post,Never,"Discounts/offers,Reviews","Dryness,Acne,Aging/wrinkles","Not sure if product suits me,Lack of trust in reviews",Somewhat important,Neutral,Yes,0% (none),Show skincare routine without filters.,CeraVe
35-44,Male,Indian,Employed full-time,20000-35000,12262.0,Less than once a month,390.0,"Drugstore,Organic/Natural,Dermatologist-recommended,Local brands",Yes,"Instagram,YouTube,TikTok",Micro-influencer,"Reel/Short Video,Story",Always,"Discounts/offers,Packaging/design","Dryness,Aging/wrinkles",Not sure if product suits me,Not important,Very unlikely,Yes,1–10%,,
25-34,Female,Other,Employed full-time,20000-35000,17709.0,Once a month,399.0,"International brands,Dermatologist-recommended",Yes,Instagram,Mega-influencer,"Story,Post",Often,"Reviews,Discounts/offers","Dryness,Hyperpigmentation,Acne,Aging/wrinkles",Not sure if product suits me,Neutral,Likely,Yes,21–30%,Use less retouching in photos.,Cetaphil
25-34,Male,Egyptian,Student,5000-10000,3427.0,Once a month,933.0,"Drugstore,K-beauty/J-beauty",Yes,YouTube,Macro-influencer,Blog/Article,Sometimes,"Reviews,Brand reputation","Hyperpigmentation,Aging/wrinkles","Prefer in-store experience,Too many choices,Lack of trust in reviews",Somewhat important,Very unlikely,No,1–10%,Be more transparent about paid partnerships.,Drunk Elephant
25-34,Male,British,Homemaker,<5000,3566.0,Weekly,873.0,International brands,Yes,"Instagram,Facebook",Micro-influencer,Post,Often,"Ingredients,Dermatologist advice","Dryness,Acne",Hard to judge authenticity,Important,Very likely,Yes,1–10%,Show skincare routine without filters.,Cetaphil
18-24,Female,British,Other,5000-10000,16049.0,2–3 times a month,784.0,"Dermatologist-recommended,International brands,Local brands",Yes,"Instagram,YouTube,Facebook",Macro-influencer,Reel/Short Video,Often,"Influencer recommendation,Reviews","Oily skin,Other,Hyperpigmentation,Aging/wrinkles","Not sure if product suits me,Prefer in-store experience",Important,Very likely,Yes,11–20%,Include more before-and-after photos.,Drunk Elephant
45 or older,Female,Filipino,Employed full-time,10000-20000,10621.0,Less than once a month,469.0,"K-beauty/J-beauty,Drugstore,International brands",Yes,"Instagram,YouTube,TikTok",Micro-influencer,"Story,Reel/Short Video,Long-form Video",Rarely,"Influencer recommendation,Discounts/offers",Hyperpigmentation,Lack of trust in reviews,Neutral,Unlikely,No,1–10%,Be more transparent about paid partnerships.,Cetaphil
25-34,Prefer not to say,Other,Employed full-time,5000-10000,2413.0,2–3 times a month,362.0,"Drugstore,Organic/Natural,International brands",Yes,"Instagram,YouTube",Micro-influencer,"Blog/Article,Long-form Video",Often,"Friends/family recommendation,Reviews","Dryness,Hyperpigmentation,Sensitivity,Oily skin","Too many choices,Not sure if product suits me",Very important,Very unlikely,Yes,11–20%,,Neutrogena
25-34,Female,British,Unemployed,10000-20000,10769.0,2–3 times a month,1126.0,Organic/Natural,Yes,Facebook,Mega-influencer,"Blog/Article,Reel/Short Video,Story",Rarely,"Friends/family recommendation,Influencer recommendation","Aging/wrinkles,Oily skin",Delivery issues,Very important,Very unlikely,Yes,21–30%,Share more honest reviews.,
25-34,Female,British,Other,5000-10000,5325.0,Weekly,1602.0,"Organic/Natural,Dermatologist-recommended,Drugstore,International brands",No,YouTube,Mega-influencer,Long-form Video,Sometimes,"Dermatologist advice,Influencer recommendation","Oily skin,Aging/wrinkles,Sensitivity,Hyperpigmentation",Not sure if product suits me,Somewhat important,Likely,Maybe,0% (none),Use less retouching in photos.,Cetaphil
Under 18,Female,Egyptian,Employed full-time,10000-20000,6140.0,Less than once a month,736.0,"Drugstore,K-beauty/J-beauty,International brands",Yes,Instagram,Mega-influencer,"Post,Reel/Short Video",Sometimes,"Dermatologist advice,Influencer recommendation",Dryness,"Prefer in-store experience,Too many choices",Very important,Likely,Maybe,21–30%,,Glow Recipe
18-24,Female,Indian,Student,5000-10000,15217.0,Weekly,419.0,"Organic/Natural,Dermatologist-recommended,Premium",No,"Other,Facebook",Mega-influencer,Long-form Video,Often,"Friends/family recommendation,Influencer recommendation","Oily skin,Acne,Dryness",Delivery issues,Somewhat important,Neutral,Yes,0% (none),Be more transparent about paid partnerships.,Glow Recipe
35-44,Female,Egyptian,Student,10000-20000,16991.0,2–3 times a month,915.0,International brands,No,"YouTube,Facebook,Other",Mega-influencer,Post,Never,"Reviews,Discounts/offers","Hyperpigmentation,Aging/wrinkles,Dryness,Sensitivity","Not sure if product suits me,Too many choices,Delivery issues",Somewhat important,Neutral,No,21–30%,Share more honest reviews.,
